epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,2874.8,0.76965,1.16825,1.93593,0.99545,0.99019,0.99452,0.95557,0.45405,0.61513,1.62253,0.0061885,0.0061885,0.0061885
79,2915.21,0.7556,1.1264,1.92084,0.99352,0.99173,0.99456,0.95575,0.46033,0.61734,1.62445,0.006139,0.006139,0.006139
80,2957.08,0.76315,1.13764,1.92904,0.99393,0.99169,0.99453,0.95431,0.46004,0.61273,1.6241,0.0060895,0.0060895,0.0060895
81,2998.09,0.75566,1.13834,1.92681,0.99489,0.99256,0.99454,0.95461,0.46542,0.61329,1.62486,0.00604,0.00604,0.00604
82,3040.05,0.75501,1.13231,1.92109,0.99502,0.99221,0.99454,0.95614,0.45705,0.608,1.62258,0.0059905,0.0059905,0.0059905
83,3081.68,0.75799,1.13567,1.92061,0.99469,0.99332,0.99454,0.95747,0.45053,0.60708,1.62043,0.005941,0.005941,0.005941
84,3123.54,0.7528,1.12682,1.92153,0.99444,0.99315,0.99454,0.95857,0.44659,0.60419,1.61858,0.0058915,0.0058915,0.0058915
85,3165.9,0.74775,1.12402,1.91273,0.99469,0.99336,0.99454,0.95728,0.44532,0.60509,1.61749,0.005842,0.005842,0.005842
86,3208.25,0.74821,1.12622,1.91554,0.99533,0.99301,0.99453,0.95649,0.44785,0.6095,1.61748,0.0057925,0.0057925,0.0057925
87,3250.52,0.74829,1.11972,1.91651,0.99455,0.99199,0.99453,0.95672,0.4501,0.60517,1.61725,0.005743,0.005743,0.005743
88,3292.7,0.74209,1.12271,1.91545,0.99427,0.99238,0.99454,0.95719,0.4468,0.60549,1.61685,0.0056935,0.0056935,0.0056935
89,3334.8,0.74088,1.10777,1.918,0.99446,0.99201,0.99454,0.95708,0.45008,0.6036,1.61648,0.005644,0.005644,0.005644
90,3376.81,0.74202,1.10343,1.9127,0.99439,0.99199,0.99454,0.95724,0.45217,0.60362,1.61665,0.0055945,0.0055945,0.0055945
91,3418.54,0.74173,1.10584,1.91706,0.99505,0.99083,0.99455,0.95782,0.45063,0.6007,1.61656,0.005545,0.005545,0.005545
92,3460.45,0.73634,1.10573,1.91552,0.99521,0.99062,0.99456,0.95748,0.45249,0.60049,1.61741,0.0054955,0.0054955,0.0054955
93,3502.29,0.73705,1.1147,1.9142,0.99493,0.9908,0.99456,0.95876,0.44712,0.59805,1.61683,0.005446,0.005446,0.005446
