epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,3182.13,0.50443,1.02478,1.7348,0.99627,0.99511,0.99478,0.98595,0.28541,0.53165,1.56136,0.0033003,0.0033003,0.0033003
125,3210.08,0.50125,1.01438,1.73274,0.99627,0.9951,0.99477,0.98604,0.28542,0.53159,1.56136,0.00322778,0.00322778,0.00322778
126,3238.08,0.50249,1.01476,1.73023,0.99634,0.99512,0.99478,0.98609,0.28546,0.53199,1.56104,0.00315572,0.00315572,0.00315572
127,3266.06,0.49726,1.00863,1.723,0.99644,0.99511,0.99479,0.98613,0.28542,0.53131,1.56107,0.00308412,0.00308412,0.00308412
128,3293.85,0.49943,1.00185,1.73282,0.99645,0.99512,0.99478,0.98615,0.28569,0.53147,1.56136,0.003013,0.003013,0.003013
129,3321.93,0.49997,1.01037,1.72954,0.99643,0.99514,0.99478,0.98606,0.28599,0.53117,1.56131,0.00294239,0.00294239,0.00294239
130,3349.71,0.49885,0.99983,1.72571,0.99643,0.99513,0.99478,0.98624,0.28554,0.52826,1.5609,0.0028723,0.0028723,0.0028723
131,3377.57,0.49286,0.98761,1.72557,0.99685,0.99501,0.99478,0.98619,0.28513,0.52725,1.56077,0.00280275,0.00280275,0.00280275
132,3405.76,0.49213,0.99171,1.72831,0.99685,0.995,0.99478,0.98634,0.28476,0.5252,1.56062,0.00273375,0.00273375,0.00273375
133,3433.74,0.49042,0.98233,1.72289,0.99691,0.99496,0.99478,0.98632,0.28459,0.52499,1.56051,0.00266532,0.00266532,0.00266532
134,3461.58,0.49264,0.98073,1.72397,0.99688,0.99497,0.99478,0.9863,0.28421,0.52523,1.56048,0.00259748,0.00259748,0.00259748
135,3489.77,0.49701,0.9838,1.73019,0.99688,0.99494,0.99477,0.98615,0.28396,0.52594,1.56042,0.00253024,0.00253024,0.00253024
136,3517.62,0.49024,0.97865,1.72499,0.99689,0.99494,0.99477,0.98629,0.28372,0.52371,1.56042,0.00246363,0.00246363,0.00246363
137,3545.51,0.4932,0.98678,1.73299,0.9969,0.99492,0.99477,0.98629,0.28339,0.52329,1.56033,0.00239766,0.00239766,0.00239766
138,3573.44,0.49029,0.97215,1.7206,0.99685,0.99491,0.99478,0.98635,0.28319,0.52372,1.56021,0.00233234,0.00233234,0.00233234
139,3601.11,0.48627,0.9727,1.7221,0.99684,0.99489,0.99478,0.98626,0.2831,0.52394,1.56022,0.00226769,0.00226769,0.00226769
140,3629.07,0.48688,0.97052,1.7217,0.99673,0.99499,0.99477,0.98628,0.28284,0.52328,1.55989,0.00220372,0.00220372,0.00220372
141,3657.14,0.48292,0.95815,1.71753,0.9964,0.99522,0.99478,0.98636,0.28264,0.52274,1.55973,0.00214046,0.00214046,0.00214046
142,3684.97,0.48853,0.9671,1.72394,0.99639,0.99521,0.99478,0.98654,0.28237,0.52276,1.55959,0.00207792,0.00207792,0.00207792
